account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
116,415,no,no,0,245,73,41,240,87,20,158,89,7,8,5,2,3,False,651,254,70
101,415,no,no,0,257,84,43,184,115,15,108,109,4,13,7,3,0,False,562,315,65
15,415,no,no,0,121,130,20,216,86,18,235,33,10,16,5,4,2,False,588,254,52
88,415,no,no,0,301,136,51,257,72,21,132,118,5,13,2,3,4,True,703,328,80
197,415,no,no,0,233,96,39,218,111,18,182,109,8,9,3,2,0,False,642,319,67
50,415,yes,no,0,99,108,16,308,102,26,161,62,7,13,6,3,2,True,581,278,52
172,510,no,no,0,169,123,28,183,94,15,395,72,17,12,7,3,2,False,759,296,63
188,415,yes,yes,26,198,115,33,166,67,14,198,118,8,14,3,3,1,True,576,303,58
85,408,yes,no,0,116,86,19,229,127,19,204,109,9,10,3,2,3,False,559,325,49
103,510,yes,no,0,255,128,43,140,92,11,308,130,13,12,2,3,1,True,715,352,70
136,408,no,yes,27,187,84,31,221,147,18,145,110,6,10,4,2,3,False,563,345,57
155,408,no,yes,21,195,91,33,213,84,18,88,111,3,8,4,2,0,False,504,290,56
145,415,no,no,0,129,97,22,185,101,15,204,106,9,1,2,0,2,False,519,306,46
116,510,no,yes,12,221,108,37,151,118,12,179,80,8,9,6,2,2,False,560,312,59
152,408,no,no,0,140,92,23,186,96,15,227,89,10,9,5,2,2,False,562,282,50
65,415,yes,no,0,277,123,47,155,112,13,256,71,11,9,10,2,0,True,697,316,73
180,415,no,no,0,224,105,38,250,101,21,216,73,9,6,5,1,3,True,696,284,69
67,415,no,no,0,109,117,18,217,124,18,188,141,8,12,6,3,0,False,526,388,47
60,415,no,no,0,207,109,35,123,112,10,291,115,13,5,9,1,0,False,626,345,59
138,510,no,no,0,205,96,35,257,94,21,209,63,9,12,8,3,0,False,683,261,68
44,415,no,no,0,308,139,52,150,94,12,198,66,8,7,3,1,4,True,663,302,73
25,510,no,no,0,242,69,41,209,117,17,219,82,9,14,6,3,2,False,684,274,70
145,408,no,no,0,229,82,39,138,103,11,250,109,11,3,3,0,1,False,620,297,61
122,510,no,yes,28,166,62,28,233,88,19,170,84,7,7,3,2,2,False,576,237,56
121,415,no,no,0,144,126,24,200,82,17,208,81,9,13,9,3,0,True,565,298,53
55,510,yes,no,0,106,77,18,123,100,10,96,92,4,12,3,3,0,False,337,272,35
77,415,no,no,0,221,84,37,166,125,14,210,72,9,13,4,3,1,False,610,285,63
12,415,no,no,0,204,98,34,212,90,18,182,95,8,9,7,2,2,False,607,290,62
64,510,no,no,0,213,93,36,166,114,14,122,78,5,14,3,3,3,False,515,288,58
92,415,no,yes,44,152,95,25,274,73,23,162,121,7,10,1,2,2,False,598,290,57
125,415,yes,yes,29,260,81,44,163,112,13,271,117,12,17,6,4,1,True,711,316,73
160,408,no,no,0,166,117,28,317,129,26,160,121,7,10,2,2,1,False,653,369,63
79,415,no,no,0,177,83,30,167,84,14,223,142,10,15,8,4,0,False,582,317,58
36,415,no,no,0,235,97,39,196,104,16,259,110,11,7,7,1,3,False,697,318,67
102,415,no,no,0,186,92,31,173,123,14,250,131,11,9,4,2,2,False,618,350,58
138,408,yes,no,0,268,81,45,174,115,14,193,96,8,11,4,3,1,False,646,296,70
164,510,no,no,0,192,95,32,249,94,21,132,100,5,7,3,1,3,False,580,292,59
125,415,no,no,0,240,82,40,269,85,22,187,74,8,10,3,2,0,True,706,244,72
72,408,no,no,0,179,113,30,149,112,12,168,79,7,9,7,2,2,False,505,311,51
74,415,no,no,0,314,86,53,222,99,18,259,121,11,12,5,3,3,True,807,311,85
134,415,no,yes,41,162,82,27,324,77,27,160,112,7,11,5,3,0,False,657,276,64
145,415,no,no,0,175,89,29,274,119,23,226,69,10,12,4,3,1,False,687,281,65
136,510,no,no,0,109,91,18,207,111,17,135,107,6,11,5,3,0,False,462,314,44
209,510,no,no,0,255,124,43,230,110,19,218,69,9,8,5,2,3,True,711,308,73
66,415,yes,no,0,208,84,35,173,88,14,264,107,11,8,3,2,3,False,653,282,62
152,510,no,yes,20,214,108,36,96,82,8,170,145,7,7,5,2,1,False,487,340,53
162,408,no,no,0,49,121,8,143,136,12,203,97,9,12,13,3,1,False,407,367,32
72,510,no,no,0,141,133,24,134,96,11,227,97,10,11,3,3,2,False,513,329,48
101,415,no,no,0,253,89,43,237,114,20,154,85,6,9,7,2,4,False,653,295,71
125,415,no,no,0,206,128,35,198,71,16,135,116,6,13,3,3,0,False,552,318,60
46,408,no,no,0,40,105,6,172,83,14,145,89,6,9,2,2,2,False,366,279,28
132,408,no,no,0,291,104,49,234,132,19,191,87,8,8,3,2,1,True,724,326,78
193,415,no,yes,31,71,58,12,124,105,10,155,108,7,11,3,3,0,False,361,274,32
63,510,no,no,0,261,69,44,245,135,20,202,94,9,14,4,3,0,True,722,302,76
124,510,no,no,0,191,134,32,261,113,22,182,111,8,10,3,2,1,False,644,361,64
144,415,no,no,0,133,101,22,255,127,21,228,68,10,11,2,3,0,False,627,298,56
116,408,no,yes,24,183,138,31,203,90,17,166,89,7,6,3,1,2,False,558,320,56
189,415,no,yes,30,155,116,26,195,50,16,170,108,7,15,6,4,1,False,535,280,53
97,408,no,yes,28,283,93,48,185,98,15,312,78,14,6,8,1,1,False,786,277,78
137,510,no,yes,50,186,94,31,178,106,15,215,100,9,12,4,3,2,False,591,304,58
142,415,no,yes,38,163,104,27,136,114,11,249,127,11,4,6,1,0,False,552,351,50
84,510,no,no,0,203,125,34,182,88,15,213,121,9,13,2,3,1,False,611,336,61
119,415,no,yes,19,178,110,30,212,100,18,226,123,10,10,6,2,1,False,626,339,60
158,415,no,no,0,195,103,33,89,95,7,302,82,13,10,3,2,1,False,596,283,55
50,415,no,no,0,295,127,50,127,100,10,166,105,7,9,6,2,1,False,597,338,69
98,408,no,no,0,136,82,23,156,118,13,158,83,7,10,5,2,2,False,460,288,45
101,415,no,yes,24,114,95,19,161,86,13,176,90,7,13,9,3,2,False,464,280,42
182,415,no,no,0,279,124,47,180,108,15,217,104,9,9,11,2,2,True,685,347,73
51,408,no,no,0,169,111,28,139,69,11,197,87,8,12,3,3,0,False,517,270,50
117,510,no,no,0,214,94,36,138,149,11,148,102,6,9,1,2,2,False,509,346,55
92,415,yes,no,0,255,125,43,142,111,12,181,101,8,11,3,3,0,False,589,340,66
86,408,no,no,0,148,71,25,285,91,24,166,155,7,6,3,1,2,False,605,320,57
122,415,no,no,0,119,93,20,223,103,19,211,122,9,8,4,2,2,False,561,322,50
156,408,no,yes,27,192,137,32,199,115,16,244,112,10,14,8,4,1,False,649,372,62
127,510,no,no,0,245,91,41,217,92,18,243,128,10,13,6,3,0,True,718,317,72
130,408,yes,no,0,216,106,36,363,86,30,126,123,5,16,2,4,5,True,721,317,75
158,408,no,no,0,172,114,29,256,69,21,235,104,10,0,0,0,2,False,663,287,60
145,510,yes,yes,30,175,107,29,153,116,13,233,85,10,11,3,3,1,False,572,311,55
90,415,yes,yes,26,169,104,28,188,104,16,213,76,9,13,3,3,0,True,583,287,56
127,510,no,yes,27,2,113,0,254,102,21,242,156,10,9,5,2,3,False,507,376,33
109,415,no,no,0,184,143,31,211,105,17,243,116,10,9,2,2,1,False,647,366,60
88,415,no,no,0,181,90,30,151,87,12,143,100,6,7,3,2,1,False,482,280,50
101,510,no,yes,9,160,116,27,210,121,17,139,65,6,10,9,2,0,False,519,311,52
171,510,no,no,0,189,122,32,173,85,14,257,84,11,10,1,2,0,False,629,292,59
21,415,no,no,0,223,142,37,216,114,18,214,111,9,12,2,3,1,False,665,369,67
145,408,no,yes,31,216,94,36,225,123,19,234,109,10,10,1,2,2,False,685,327,67
90,415,no,no,0,198,124,33,266,100,22,243,80,10,8,7,2,2,False,715,311,67
33,408,no,no,0,159,115,27,195,118,16,102,86,4,7,7,1,1,False,463,326,48
61,408,no,yes,40,105,78,17,180,100,15,174,115,7,10,2,2,2,True,469,295,41
107,415,no,no,0,204,108,34,162,110,13,155,102,6,13,1,3,3,False,534,321,56
147,408,no,no,0,274,92,46,231,82,19,283,83,12,6,1,1,0,True,794,258,78
117,510,no,no,0,158,84,26,181,91,15,177,67,7,7,10,2,2,False,523,252,50
95,415,no,no,0,229,116,39,202,110,17,171,105,7,14,6,3,1,False,616,337,66
186,510,no,no,0,137,97,23,187,118,15,146,85,6,8,6,2,1,False,478,306,46
128,415,no,no,0,179,94,30,270,92,22,191,88,8,7,4,2,0,False,647,278,62
55,408,no,yes,39,139,101,23,178,117,15,246,104,11,8,1,2,3,False,571,323,51
134,415,no,no,0,7,86,1,171,100,14,186,80,8,12,2,3,2,False,376,268,26
96,415,no,yes,23,183,88,31,147,89,12,350,108,15,11,7,3,1,False,691,292,61
107,415,no,no,0,206,79,35,262,117,22,149,69,6,10,3,2,0,False,627,268,65
123,415,no,no,0,140,106,23,153,101,13,50,87,2,12,1,3,2,False,355,295,41
35,415,no,no,0,179,59,30,283,101,24,285,83,12,5,7,1,2,False,752,250,67
74,408,no,no,0,177,136,30,240,104,20,237,133,10,12,3,3,0,False,666,376,63
130,408,no,no,0,115,129,19,167,104,14,141,124,6,12,9,3,1,False,435,366,42
137,408,yes,no,0,237,103,40,176,84,15,263,81,11,14,4,3,0,True,690,272,69
88,415,no,no,0,181,116,30,187,119,15,220,96,9,10,7,2,1,False,598,338,56
80,408,no,no,0,51,90,8,164,98,13,169,80,7,9,4,2,3,False,393,272,30
116,408,no,yes,19,155,104,26,185,118,15,192,116,8,8,2,2,3,False,540,340,51
123,510,no,yes,23,245,88,41,265,105,22,239,108,10,14,3,4,2,False,763,304,77
120,415,no,no,0,131,99,22,163,109,13,201,116,9,10,3,2,1,False,505,327,46
146,415,yes,no,0,111,126,18,313,95,26,215,82,9,10,6,2,1,False,649,309,55
106,510,no,yes,9,88,100,15,324,109,27,79,86,3,8,4,2,3,False,499,299,47
121,408,no,yes,44,116,85,19,150,120,12,246,98,11,12,2,3,1,False,524,305,45
137,510,no,no,0,155,81,26,133,94,11,253,77,11,9,2,2,1,False,550,254,50
84,408,no,yes,30,106,65,18,225,108,19,188,61,8,5,3,1,2,False,524,237,46
67,510,no,yes,31,175,68,29,199,73,16,219,99,9,13,6,3,1,False,606,246,57
161,408,no,no,0,154,84,26,177,125,15,172,90,7,5,2,1,4,True,508,301,49
134,510,no,yes,34,247,105,42,225,133,19,186,76,8,6,5,1,2,True,664,319,70
62,415,yes,yes,32,218,93,37,236,132,20,192,137,8,13,3,3,0,True,659,365,68
120,415,no,yes,24,227,81,38,234,71,19,166,128,7,9,13,2,1,False,636,293,66
130,408,no,yes,30,185,117,31,249,141,21,157,103,7,7,7,2,0,False,598,368,61
20,408,no,no,0,186,89,31,253,51,21,273,105,12,12,6,3,2,False,724,251,67
68,415,no,no,0,158,119,27,211,105,18,198,101,8,10,3,2,1,False,577,328,55
112,415,no,no,0,208,150,35,212,104,18,178,98,8,8,4,2,0,False,606,356,63
77,408,no,no,0,185,95,31,212,98,18,282,81,12,11,4,3,3,False,690,278,64
109,415,no,no,0,222,74,37,169,75,14,264,94,11,9,3,2,2,False,664,246,64
108,415,no,no,0,201,101,34,170,86,14,237,113,10,11,3,3,3,False,619,303,61
79,415,no,yes,17,167,114,28,243,93,20,211,114,9,9,2,2,1,False,630,323,59
119,408,no,no,0,239,88,40,243,79,20,230,92,10,10,3,2,3,True,722,262,72
38,510,no,no,0,175,109,29,211,97,18,137,109,6,9,3,2,5,True,532,318,55
109,415,no,yes,29,111,90,18,263,98,22,224,128,10,9,6,2,6,True,607,322,52
78,415,no,no,0,87,74,14,214,58,18,201,147,9,10,6,2,1,False,512,285,43
134,415,no,no,0,244,99,41,246,111,20,200,133,9,7,2,1,0,False,697,345,71
47,415,no,yes,27,165,89,28,127,118,10,284,95,12,7,4,2,2,False,583,306,52
59,408,no,yes,27,127,110,21,103,99,8,164,73,7,9,3,2,0,False,403,285,38
151,415,no,no,0,194,106,33,292,103,24,224,82,10,5,3,1,0,False,715,294,68
129,415,no,no,0,54,131,9,256,105,21,176,135,7,11,4,3,1,False,497,375,40
107,510,no,yes,27,283,104,48,224,152,19,241,63,10,14,7,3,2,False,762,326,80
137,408,yes,no,0,258,112,43,246,117,20,173,100,7,10,3,2,0,True,687,332,72
76,510,no,no,0,90,142,15,211,75,17,194,76,8,9,2,2,1,False,504,295,42
24,415,no,no,0,235,132,40,115,129,9,185,136,8,16,2,4,0,False,551,399,61
169,408,no,no,0,142,82,24,231,110,19,131,67,5,10,4,2,2,False,514,263,50
30,408,no,no,0,54,68,9,179,96,15,247,101,11,10,8,2,1,False,490,273,37
70,415,no,no,0,214,87,36,131,114,11,216,104,9,9,3,2,3,False,570,308,58
52,510,yes,no,0,251,118,42,196,80,16,192,53,8,11,2,2,0,True,650,253,68
3,408,no,no,0,139,99,23,250,108,21,286,87,12,6,3,1,4,False,681,297,57
38,415,no,no,0,117,114,19,208,105,17,203,98,9,14,2,3,2,False,542,319,48
104,415,no,no,0,264,108,44,132,75,11,177,91,8,10,8,2,3,False,583,282,65
27,408,no,no,0,82,105,14,204,99,17,224,122,10,9,4,2,1,False,519,330,43
166,415,yes,yes,28,175,126,29,253,76,21,128,72,5,11,5,3,1,False,567,279,58
13,408,no,no,0,220,100,37,211,79,17,259,112,11,13,8,3,2,False,703,299,68
52,408,no,no,0,217,104,36,152,83,12,134,109,6,11,4,3,2,False,514,300,57
114,415,no,yes,25,129,77,21,290,110,24,177,110,7,11,5,3,1,False,607,302,55
156,408,no,no,0,150,106,25,152,112,13,215,86,9,3,3,0,1,False,520,307,47
90,415,no,yes,42,193,66,32,263,85,22,214,97,9,11,4,3,0,False,681,252,66
62,415,no,no,0,189,122,32,103,95,8,180,106,8,10,5,2,2,False,482,328,50
82,415,no,yes,33,137,95,23,235,128,20,268,70,12,11,6,2,2,False,651,299,57
52,510,no,no,0,129,80,21,142,101,12,258,89,11,12,4,3,3,False,541,274,47
146,510,no,no,0,115,77,19,213,100,18,218,72,9,10,6,2,1,False,556,255,48
120,415,no,yes,23,221,114,37,254,84,21,250,117,11,7,5,1,2,False,732,320,70
130,415,no,no,0,263,113,44,186,103,15,195,99,8,18,6,4,1,True,662,321,71
90,408,no,no,0,61,91,10,194,94,16,143,80,6,11,9,3,1,False,409,274,35
147,408,yes,no,0,183,113,31,164,110,14,111,87,5,10,4,2,1,False,468,314,52
159,415,no,no,0,167,68,28,143,74,12,140,111,6,10,3,2,0,True,460,256,48
74,510,no,yes,27,154,122,26,195,150,16,276,86,12,13,2,3,4,False,638,360,57
130,408,no,no,0,252,101,42,170,105,14,209,64,9,5,5,1,0,False,636,275,66
155,408,yes,no,0,163,94,27,291,108,24,96,111,4,11,3,3,0,False,561,316,58
87,415,no,no,0,198,80,33,187,89,15,133,96,6,16,4,4,2,False,534,269,58
81,415,no,no,0,324,48,55,236,82,20,187,78,8,13,5,3,0,True,760,213,86
99,510,no,no,0,128,78,21,215,120,18,143,140,6,14,9,3,2,False,500,347,48
131,510,no,no,0,187,110,31,200,101,17,202,125,9,10,11,2,2,False,599,347,59
89,510,no,no,0,129,71,21,214,68,18,214,100,9,10,4,2,5,True,567,243,50
123,415,yes,no,0,125,106,21,128,96,10,251,129,11,6,6,1,4,True,510,337,43
130,510,no,yes,26,257,108,43,224,122,19,204,118,9,12,4,3,1,False,697,352,74
99,415,no,no,0,124,90,21,146,70,12,169,95,7,10,6,2,1,False,449,261,42
36,408,no,no,0,175,144,29,216,69,18,243,146,10,9,3,2,1,False,643,362,59
87,415,no,no,0,124,91,21,173,105,14,256,109,11,7,5,2,3,False,560,310,48
139,415,no,no,0,271,130,46,156,131,13,136,108,6,11,9,3,2,False,574,378,68
189,510,no,no,0,219,80,37,143,117,12,130,69,5,11,7,3,1,False,503,273,57
96,415,no,yes,33,183,115,31,201,87,17,177,84,7,10,15,2,3,False,571,301,57
112,408,no,no,0,101,119,17,214,67,18,179,112,8,10,5,2,2,False,504,303,45
75,408,no,no,0,203,70,34,228,97,19,222,118,10,14,3,3,1,False,667,288,66
178,415,no,yes,35,175,88,29,190,65,16,138,94,6,10,3,2,2,False,513,250,53
112,415,no,no,0,266,97,45,214,94,18,306,100,13,14,2,3,2,True,800,293,79
108,415,no,yes,41,171,110,29,136,78,11,183,103,8,10,7,2,0,False,500,298,50
100,510,no,no,0,78,98,13,225,102,19,150,106,6,14,8,3,0,False,467,314,41
121,510,no,yes,20,211,110,36,215,120,18,238,107,10,9,2,2,0,False,673,339,66
116,415,no,no,0,63,101,10,195,95,16,210,87,9,10,6,2,1,False,478,289,37
161,415,no,no,0,173,100,29,213,74,18,141,69,6,11,4,3,1,False,538,247,56
19,415,yes,no,0,237,98,40,207,121,17,182,95,8,4,4,1,0,False,630,318,66
104,415,no,no,0,225,123,38,162,106,13,272,85,12,10,4,2,1,False,669,318,65
119,415,yes,yes,32,173,101,29,209,93,17,231,91,10,12,4,3,0,False,625,289,59
125,415,no,no,0,224,102,38,143,87,12,198,105,8,8,2,2,0,False,573,296,60
156,510,no,no,0,237,122,40,181,91,15,185,151,8,7,4,2,1,False,610,368,65
109,415,no,no,0,137,128,23,217,116,18,182,86,8,10,5,2,2,False,546,335,51
95,510,no,no,0,142,109,24,176,107,14,189,88,8,8,3,2,2,False,515,307,48
90,408,no,no,0,142,126,24,126,118,10,274,71,12,4,4,1,1,False,546,319,47
105,415,no,yes,21,147,112,24,197,43,16,267,93,12,8,3,2,2,False,619,251,54
101,510,no,no,0,220,124,37,188,101,16,278,98,12,10,4,2,1,False,696,327,67
95,415,no,no,0,149,96,25,260,116,22,201,120,9,8,2,2,1,False,618,334,58
123,415,no,no,0,204,88,34,137,111,11,226,100,10,10,4,2,0,False,577,303,57
160,408,no,no,0,216,77,36,207,117,17,228,117,10,5,2,1,1,False,656,313,64
141,510,no,yes,28,308,123,52,247,128,21,152,103,6,7,3,2,1,False,714,357,81
87,415,no,no,0,58,125,9,67,116,5,185,136,8,11,3,3,0,False,321,380,25
81,415,no,no,0,173,80,29,236,94,20,240,84,10,11,6,3,2,False,660,264,62
75,415,no,yes,19,210,90,35,241,87,20,215,102,9,13,3,3,4,False,679,282,67
126,408,no,yes,24,58,125,10,305,90,25,158,73,7,12,6,3,0,False,533,294,45
28,415,no,no,0,236,102,40,167,87,14,280,115,12,9,3,2,3,False,692,307,68
153,415,no,no,0,228,102,38,160,136,13,203,109,9,12,2,3,0,False,603,349,63
97,408,no,yes,32,90,87,15,276,113,23,185,107,8,8,6,2,2,True,559,313,48
115,408,no,no,0,146,128,24,106,74,9,197,104,8,11,4,3,2,False,460,310,44
95,408,no,no,0,237,83,40,154,65,13,237,105,10,11,6,3,1,False,639,259,66
17,415,yes,no,0,162,118,27,229,91,19,332,94,14,13,3,3,0,True,736,306,63
105,415,no,yes,20,186,114,31,256,91,21,334,104,15,8,2,2,1,False,784,311,69
121,415,no,no,0,86,100,14,259,113,22,148,79,6,9,9,2,2,False,502,301,44
125,408,no,no,0,212,89,36,215,127,18,186,73,8,11,2,3,2,False,624,291,65
124,415,no,no,0,151,98,25,120,119,10,152,81,6,9,2,2,2,False,432,300,43
35,408,no,no,0,158,67,26,130,96,11,229,80,10,6,5,1,2,False,523,248,48
134,510,no,no,0,296,93,50,226,117,19,246,98,11,12,10,3,0,True,780,318,83
123,510,no,yes,32,212,77,36,251,78,21,208,85,9,6,2,1,3,False,677,242,67
124,415,no,no,0,234,61,39,179,111,15,285,117,12,10,6,2,3,False,708,295,68
133,510,no,no,0,176,92,30,187,97,15,196,88,8,6,3,1,2,False,565,280,54
185,415,no,yes,19,157,123,26,257,94,21,190,107,8,9,6,2,0,False,613,330,57
1,415,no,yes,26,146,68,24,172,67,14,173,113,7,10,2,2,1,False,501,250,47
107,415,no,no,0,260,108,44,102,110,8,129,148,5,9,5,2,1,False,500,371,59
91,415,no,yes,20,146,98,24,277,104,23,137,100,6,6,3,1,1,False,566,305,54
178,408,yes,no,0,124,134,21,141,78,12,268,113,12,11,2,3,2,True,544,327,48
123,415,no,no,0,209,49,35,237,117,20,239,98,10,9,11,2,1,False,694,275,67
170,415,no,no,0,285,44,48,167,144,14,260,97,11,8,4,2,1,True,720,289,75
135,415,no,no,0,190,44,32,161,109,13,231,100,10,8,2,2,1,False,590,255,57
85,408,no,no,0,144,88,24,264,105,22,185,94,8,9,3,2,1,False,602,290,56
134,415,no,yes,50,208,130,35,132,104,11,136,107,6,11,4,3,2,False,487,345,55
148,415,no,yes,36,77,141,13,207,60,17,255,115,11,10,2,2,1,False,549,318,43
93,415,no,no,0,271,101,46,237,133,20,145,103,6,8,6,2,1,True,661,343,74
138,415,no,no,0,240,104,40,144,92,12,125,98,5,11,1,3,0,False,520,295,60
159,510,no,no,0,114,98,19,192,101,16,259,108,11,12,5,3,0,False,577,312,49
103,415,no,yes,34,138,80,23,142,108,12,183,77,8,11,7,3,1,False,474,272,46
150,408,no,yes,27,209,112,35,155,80,13,251,111,11,7,6,1,0,False,622,309,60
37,408,no,no,0,134,98,22,248,130,21,236,113,10,14,2,3,3,False,632,343,56
33,415,yes,no,0,164,99,27,153,102,13,123,104,5,6,4,1,0,False,446,309,46
55,415,no,no,0,245,130,41,192,54,16,141,83,6,9,4,2,1,False,587,271,65
134,408,no,yes,32,80,94,13,199,124,16,170,117,7,16,3,4,0,False,465,338,40
107,408,no,no,0,90,90,15,207,109,17,169,96,7,5,5,1,2,False,471,300,40
80,408,no,yes,36,190,115,32,256,78,21,214,145,9,3,4,1,1,False,663,342,63
78,408,no,no,0,108,108,18,209,126,17,222,117,10,7,5,2,1,True,546,356,47
85,408,no,yes,17,89,88,15,233,75,19,165,116,7,9,7,2,4,True,496,286,43
61,415,no,yes,15,252,106,42,187,69,15,259,137,11,10,3,2,2,False,708,315,70
97,415,no,yes,32,183,94,31,269,120,22,203,38,9,6,4,1,5,False,661,256,63
136,408,yes,no,0,183,103,31,141,113,12,200,122,9,10,9,2,2,False,534,347,54
135,408,no,no,0,155,100,26,135,84,11,184,82,8,3,9,1,3,False,477,275,46
87,415,no,yes,19,165,122,28,186,89,15,249,78,11,0,0,0,1,False,600,289,54
165,510,no,no,0,209,67,35,273,89,23,150,88,6,12,1,3,0,False,644,245,67
148,415,no,no,0,279,104,47,201,87,17,280,99,12,7,2,2,2,True,767,292,78
99,415,no,no,0,174,102,29,99,118,8,211,126,9,7,2,2,2,False,491,348,48
123,415,no,no,0,175,78,29,184,96,15,156,92,7,9,2,2,2,False,524,268,53
127,415,yes,no,0,256,87,43,222,101,18,156,122,7,13,3,3,1,False,647,313,71
151,415,no,no,0,170,89,28,187,83,15,119,100,5,4,3,1,0,False,480,275,49
185,408,no,no,0,139,92,23,250,115,21,158,79,7,10,4,2,1,False,557,290,53
65,415,no,yes,34,208,119,35,142,106,12,214,87,9,12,4,3,4,False,576,316,59
58,510,no,no,0,210,126,35,248,108,21,158,88,7,14,2,3,4,False,630,324,66
104,415,no,no,0,113,87,19,158,98,13,187,87,8,10,6,2,2,False,468,278,42
44,415,no,no,0,202,89,34,163,96,13,268,151,12,8,3,2,0,False,641,339,61
58,408,no,no,0,174,112,29,265,122,22,182,87,8,0,0,0,4,False,621,321,59
108,415,no,no,0,210,117,35,164,103,13,201,68,9,9,5,2,0,False,584,293,59
132,510,no,no,0,121,88,20,253,124,21,195,120,8,10,4,2,1,False,579,336,51
80,415,no,no,0,127,67,21,181,112,15,197,63,8,15,2,4,2,False,520,244,48
162,415,no,no,0,135,98,22,242,107,20,246,96,11,10,2,2,2,False,633,303,55
110,510,no,no,0,99,62,16,275,86,23,212,94,9,16,3,4,2,False,602,245,52
96,415,no,no,0,276,105,47,246,94,20,254,107,11,10,3,2,1,True,786,309,80
168,408,no,no,0,163,134,27,240,87,20,164,147,7,11,2,3,2,True,578,370,57
72,510,no,no,0,287,116,48,235,126,20,292,114,13,5,3,1,4,True,819,359,82
125,408,no,yes,23,120,104,20,227,115,19,158,100,7,10,3,2,1,False,515,322,48
170,510,no,no,0,184,106,31,204,70,17,224,133,10,9,3,2,2,False,621,312,60
71,510,no,no,0,185,84,31,232,129,19,191,82,8,14,4,4,3,False,622,299,62
124,415,no,no,0,160,109,27,144,152,12,120,97,5,12,12,3,1,False,436,370,47
68,415,no,no,0,207,68,35,251,123,21,191,100,8,10,6,2,2,False,659,297,66
97,415,no,no,0,209,134,35,0,0,0,175,94,7,11,6,3,1,False,395,234,45
98,510,yes,no,0,158,71,26,306,66,26,144,93,6,2,4,0,1,False,610,234,58
24,408,no,no,0,149,73,25,131,81,11,238,69,10,8,3,2,2,True,526,226,48
136,510,no,no,0,204,63,34,208,95,17,224,119,10,9,2,2,0,False,645,279,63
44,408,no,no,0,288,86,49,175,87,14,215,106,9,9,2,2,0,True,687,281,74
96,415,no,yes,40,108,90,18,206,154,17,126,118,5,13,4,3,0,False,453,366,43
31,415,no,no,0,97,129,16,260,78,22,88,100,3,7,5,1,1,False,452,312,42
72,415,no,no,0,166,102,28,261,103,22,262,85,11,13,5,3,0,False,702,295,64
24,415,no,no,0,156,104,26,90,101,7,205,116,9,7,5,1,1,False,458,326,43
112,415,no,yes,31,225,89,38,256,117,21,249,87,11,11,1,3,4,False,741,294,73
117,415,yes,no,0,287,118,48,259,84,22,153,86,6,10,3,2,1,True,709,291,78
137,415,no,yes,19,175,96,29,241,146,20,211,109,9,7,2,2,0,False,634,353,60
136,408,no,no,0,102,75,17,219,97,18,73,92,3,9,5,2,0,False,403,269,40
95,415,no,no,0,157,103,26,259,90,22,230,117,10,14,2,3,0,False,660,312,61
82,415,no,yes,19,146,73,24,246,65,20,199,114,8,4,4,1,1,False,595,256,53
145,415,no,no,0,245,116,41,286,91,24,240,115,10,9,13,2,1,True,780,335,77
56,415,yes,no,0,177,114,30,215,110,18,236,67,10,10,5,2,1,False,638,296,60
155,408,yes,no,0,250,146,42,152,105,12,148,104,6,10,5,2,2,False,560,360,62
133,408,no,no,0,117,100,20,199,105,16,244,119,10,11,4,3,0,True,571,328,49
53,415,no,no,0,119,113,20,189,84,16,256,108,11,12,7,3,2,False,576,312,50
123,415,no,no,0,242,87,41,226,101,19,268,121,12,8,3,2,5,True,744,312,74
136,415,no,no,0,163,83,27,249,119,21,249,90,11,9,4,2,7,False,670,296,61
57,415,no,no,0,161,113,27,208,134,17,208,81,9,8,4,2,3,False,585,332,55
62,408,no,no,0,128,111,21,169,104,14,193,97,8,10,5,2,1,False,500,317,45
112,415,no,no,0,81,94,13,268,112,22,140,75,6,8,18,2,1,False,497,299,43
55,415,no,yes,20,207,91,35,199,113,16,216,110,9,7,1,1,1,False,629,315,61
95,408,no,no,0,128,115,21,216,88,18,255,96,11,6,2,1,6,True,605,301,51
125,415,no,no,0,233,65,39,209,93,17,210,109,9,9,4,2,1,False,661,271,67
1,415,no,no,0,182,106,30,134,106,11,152,75,6,10,3,2,5,True,478,290,49
98,415,no,yes,36,168,81,28,163,125,13,172,120,7,8,2,2,6,True,511,328,50
105,415,no,no,0,251,88,42,175,103,14,184,112,8,5,5,1,1,False,615,308,65
113,415,no,yes,30,183,102,31,183,123,15,235,52,10,11,7,3,0,False,612,284,59
99,408,no,no,0,256,44,43,214,105,18,233,75,10,7,1,2,3,True,710,225,73
103,415,no,no,0,180,134,30,97,85,8,181,134,8,8,3,2,1,False,466,356,48
177,408,no,no,0,227,81,38,161,97,13,217,106,9,8,5,2,1,False,613,289,62
149,415,no,yes,20,147,132,25,276,94,23,149,110,6,10,6,2,0,False,582,342,56
160,415,no,no,0,234,136,39,270,134,23,219,101,9,13,2,3,1,True,736,373,74
